Date,Price,Volume,Returns,Volatility
2020-01-01,60.29876989369723,2897,,
2020-01-02,60.215455830964835,6751,-0.0013826430117117824,
2020-01-03,60.606730188299146,6150,0.006476885381007028,
2020-01-04,61.53685383510561,2697,0.015230298564080171,
2020-01-05,61.3929317800843,6885,-0.0023415337472332542,
2020-01-06,61.24935638495322,2665,-0.0023413695694919382,
2020-01-07,62.224291962571556,9951,0.015792128155073956,
2020-01-08,62.70365985418256,2785,0.007674347291528958,
2020-01-09,62.4099721657806,6948,-0.004694743859349602,
2020-01-10,62.7495039870606,3607,0.005425600435859569,
2020-01-11,62.45938443530642,9590,-0.004634176928124356,0.007775253213911201
2020-01-12,62.16916883287405,3630,-0.004657297535702759,0.008068141408037972
2020-01-13,62.31977689986699,8660,0.002419622715660239,0.007986254408867282
2020-01-14,61.13875903778408,1238,-0.019132802446577887,0.009319047917251822
2020-01-15,60.093209043487995,4536,-0.017249178325130336,0.010708660450053063
2020-01-16,59.75626062036407,4861,-0.005622875292409684,0.010765650716807794
2020-01-17,59.15408527382888,9491,-0.010128311203344235,0.008826459740836916
2020-01-18,59.340267792507554,8899,0.0031424733259527685,0.008193634867741394
2020-01-19,58.803882812293,8145,-0.009080240755212014,0.008262040337082938
2020-01-20,57.979230404111924,6861,-0.014123037013352987,0.0075532474863138875
2020-01-21,58.83526015170993,1248,0.014656487689215694,0.010406378633404585
2020-01-22,58.70257392135278,5323,-0.0022577630048653224,0.010467687077407044
2020-01-23,58.742228102999064,8101,0.0006752820468791386,0.010330283889281292
2020-01-24,57.911233123485516,3860,-0.014247481862134448,0.009733886158396697
2020-01-25,57.59683092687242,1723,-0.005443827245251885,0.008812573921060352
2020-01-26,57.66075426948667,1569,0.0011092258970985017,0.008951488567210735
2020-01-27,57.0008874881255,9411,-0.011509935774223096,0.009073792234411184
2020-01-28,57.215441478034734,3834,0.003756980183456744,0.009127263108534102
2020-01-29,56.872813408357395,8928,-0.006006386899188055,0.008974411972131105
2020-01-30,56.70716068309161,7671,-0.0029169374979327377,0.008138978027450228
2020-01-31,56.36697443559847,3122,-0.006017066122293903,0.005608660398184065
2020-02-01,57.42077715605781,5000,0.018522781845089296,0.009165446207064342
2020-02-02,57.413027467726984,4089,-0.00013497224737925672,0.009140675528191006
2020-02-03,56.80896385660904,8165,-0.010577109289558934,0.008668628613638261
2020-02-04,57.27817016929532,8210,0.0082254491210318,0.00911763320506205
2020-02-05,56.58314448695863,1049,-0.01220843649971032,0.009795029598311083
2020-02-06,56.7014495818301,1514,0.002088635950047541,0.009238712271881458
2020-02-07,55.601104990294786,5671,-0.01959670123879768,0.01084721951404595
2020-02-08,54.86750146503673,8749,-0.01328186048898438,0.011315434551270431
2020-02-09,54.97562069401909,2165,0.0019686123586911916,0.011452346354994222
2020-02-10,55.38309997738973,1414,0.007384665799954035,0.011850424389262286
2020-02-11,55.47809041238198,2104,0.001713682811899795,0.009639523033990663
2020-02-12,55.41396803907666,5858,-0.0011564828238825194,0.009605940571912618
2020-02-13,55.247365482538655,4356,-0.0030110369558928973,0.00928296550521349
2020-02-14,54.436529996117144,3416,-0.014785219903674226,0.00909993415730483
2020-02-15,54.04607879388983,6611,-0.007198442083947135,0.008797264156239737
2020-02-16,53.797694118042806,6465,-0.00460638770959785,0.008481843901956086
2020-02-17,54.3694180861227,9395,0.010571222262189116,0.008174250253485343
2020-02-18,54.5565626980156,8192,0.003436182895684711,0.007331185633938859
2020-02-19,53.60313791717422,6672,-0.01763040155362733,0.009006065848355373
2020-02-20,53.77713889660189,9260,0.0032408396939480424,0.008584757808456618
2020-02-21,53.57045087867443,9707,-0.0038508228041632077,0.008428325773960941
2020-02-22,53.20904530795918,4563,-0.006769220003059545,0.008441867435535976
2020-02-23,53.535509856862255,7383,0.006116762888408659,0.00904019811544062
2020-02-24,54.090315816788525,9898,0.010309995224959501,0.008933207396413888
2020-02-25,54.596401052296855,7833,0.009312801191162045,0.009110052893982958
2020-02-26,54.14013569487426,5752,-0.008392175232226446,0.009442133079412959
2020-02-27,53.972986251565004,9123,-0.00309212375851208,0.008812024430212518
2020-02-28,54.15207548264869,4785,0.003312634314035448,0.008805615683660926
2020-02-29,54.682938610816024,9535,0.009755451271223665,0.007054932083795598
2020-03-01,54.42153883684559,9727,-0.0047917423784529165,0.007348429225543594
2020-03-02,54.32059410023464,9546,-0.0018565897666382061,0.007222374308867596
2020-03-03,53.722938502029905,6023,-0.011063349740060265,0.007860861455550492
2020-03-04,53.08412950806983,1982,-0.011962066240806793,0.00858864654923565
2020-03-05,53.51720882591157,2345,0.0081252582239422,0.008296119924637711
2020-03-06,54.247974903902254,6691,0.013562400285708072,0.008968390424093317
2020-03-07,54.20892493287233,7002,-0.0007201012158033183,0.008549957104400012
2020-03-08,54.75566811357449,1526,0.010035328978920172,0.008996886643473962
2020-03-09,54.95404281622705,7647,0.003616360250476382,0.009004421456187824
2020-03-10,54.600664512261616,8252,-0.006451197546051416,0.008803728069162298
2020-03-11,54.798345905166386,1930,0.0036139560550842264,0.008712164220011894
2020-03-12,55.64767928919707,3282,0.015380365664659668,0.00979073661796691
2020-03-13,55.62774650062865,2946,-0.0003582603910995289,0.008675122859021984
2020-03-14,56.50496730088867,4360,0.015646436558140204,0.007530895482334098
2020-03-15,55.04390282947551,9112,-0.026197451040897435,0.012656160802320173
2020-03-16,55.498174322468735,3925,0.008219025043752094,0.012258437818532647
2020-03-17,55.5465048882607,4625,0.0008704706823818582,0.012225482477190922
2020-03-18,55.38066481627883,6469,-0.002990073504658718,0.012018168299188333
2020-03-19,55.43150586686882,2223,0.0009176077653550244,0.011986515149443851
2020-03-20,54.34064322201509,8110,-0.0198756891460089,0.013547115362863968
2020-03-21,54.22140312162619,5992,-0.0021967188783751303,0.013476563735919982
2020-03-22,54.415380721672754,9814,0.003571125715117458,0.012345997685585823
2020-03-23,55.22555440079924,5787,0.014778940447415127,0.013478308658816208
2020-03-24,54.94007721009547,7818,-0.005182702182736429,0.012217559112051237
2020-03-25,54.497680982836066,5726,-0.008084936028931846,0.009377347807334648
2020-03-26,54.224919901137056,3372,-0.005017570435845349,0.00885132243923764
2020-03-27,54.72357483303077,4299,0.009154021177020563,0.009543708413062787
2020-03-28,54.903775235655026,7451,0.0032875110965969417,0.009640237172223754
2020-03-29,54.61368595131874,9583,-0.005297602037670452,0.00971263162400281
2020-03-30,54.894720828607014,4809,0.005132674331133684,0.007394587988140777
2020-03-31,54.94803715321241,3407,0.0009707754934804481,0.0073090980549922096
2020-04-01,55.48287471928104,5864,0.009686449905328822,0.007759289440572321
2020-04-02,55.0947196025218,6027,-0.00702053093877348,0.006748747600759861
2020-04-03,54.91449049414148,5260,-0.0032766214659777516,0.006619223601611781
2020-04-04,54.69958790030058,5828,-0.003921081531321567,0.0061733291927986485
2020-04-05,53.90488076829887,9772,-0.014635149481321167,0.007672931897903115
2020-04-06,54.06474062248898,9315,0.002961202770645565,0.007021164270597523
2020-04-07,54.206063863900994,2874,0.00261055272179888,0.0069760880804660775
2020-04-08,54.20883573834295,9715,5.113456642443806e-05,0.006837403056209916
2020-04-09,54.08181782663679,4123,-0.0023458713337513406,0.00652505992421558
2020-04-10,53.321751169367644,5224,-0.014153707420504183,0.007561369952369077
2020-04-11,53.0979268004602,6254,-0.004206453227653579,0.006106971195396738
2020-04-12,52.91626396759731,4198,-0.003427145165267658,0.006040587525155576
2020-04-13,52.49342723952549,8082,-0.008022772692216129,0.0061597203117407144
