Date,Price,Volume,Returns,SMA_10
2020-01-01,100.8773015860986,14382,,
2020-01-02,99.81456438042827,6244,-0.010590834203418619,
2020-01-03,100.49618200473472,12069,0.006805628429374981,
2020-01-04,101.04417212526542,12893,0.005438032232649172,
2020-01-05,102.25540487822597,9408,0.011915883963151009,
2020-01-06,101.52723441065545,6930,-0.007146571163198085,
2020-01-07,101.93897418751807,7518,0.004047260149337114,
2020-01-08,102.06309252530241,18442,0.001216834271332066,
2020-01-09,102.19020612867571,5047,0.0012446665059637513,
2020-01-10,102.17077553518428,5133,-0.00019015952450208317,101.43779077620889
2020-01-11,103.03459770612322,19854,0.008419148677704038,101.65352038821135
2020-01-12,103.79216415706568,10675,0.00732564617867636,102.0512803658751
2020-01-13,103.78954869529768,16238,-2.519934663032073e-05,102.38061703493139
2020-01-14,103.31383490373334,7364,-0.004593982193296386,102.60758331277819
2020-01-15,102.72213467268685,8509,-0.0057436753294587035,102.65425629222428
2020-01-16,102.75853366986729,16698,0.0003542814791751934,102.77738621814547
2020-01-17,102.98672830588784,15325,0.0022182258526783493,102.88216162998242
2020-01-18,102.89257898016622,18359,-0.0009146070435708048,102.9651102754688
2020-01-19,101.57196471698195,12153,-0.012917962243308868,102.90328613429945
2020-01-20,101.26298778660363,9094,-0.003046587045776163,102.81250735944138
2020-01-21,100.73065391984524,7537,-0.005270810454007828,102.58211298081358
2020-01-22,100.74584473907993,12996,0.00015079494992795384,102.27748103901499
2020-01-23,103.33359465222915,10984,0.025361581008726534,102.23188563470815
2020-01-24,103.77904542098348,7471,0.0043015380949529974,102.27840668643316
2020-01-25,105.09728966183296,7434,0.012622413570734212,102.51592218534776
2020-01-26,104.3807899016913,10021,-0.006840835621600678,102.67814780853018
2020-01-27,104.40363852963186,9335,0.0002188729131137255,102.81983883090459
2020-01-28,105.69433377949326,8522,0.012286758154369665,103.10001431083728
2020-01-29,104.0370266758247,7305,-0.01580442330365959,103.34652050672155
2020-01-30,103.79447202361473,17331,-0.0023341482292399867,103.59966893042267
2020-01-31,104.44068048772533,10287,0.006206546115873977,103.97067158721067
2020-02-01,104.36490273452024,15002,-0.0007258211716607345,104.3325773867547
2020-02-02,103.77390129209851,18502,-0.00567893174474813,104.37660805074165
2020-02-03,103.24422358005545,5663,-0.005117222158331038,104.32312586664884
2020-02-04,103.57036623706584,10681,0.0031539644050953444,104.17043352417213
2020-02-05,101.95651179480024,12443,-0.015704881309107705,103.92800571348303
2020-02-06,102.08365693535097,10944,0.0012462757485340132,103.69600755405493
2020-02-07,102.82733061325715,16246,0.0072585365179407045,103.4093072374313
2020-02-08,102.45563382182206,12774,-0.0036213155695431843,103.25116795203105
2020-02-09,100.8697501470613,9849,-0.015599782029136111,102.95869576437572
2020-02-10,100.35457940747045,9200,-0.005120373528416775,102.55008565635023
2020-02-11,100.2304515138234,12097,-0.0012376587517209476,102.13664053428053
2020-02-12,99.15722610316877,10022,-0.010765316977651167,101.67497301538756
2020-02-13,99.18760490192915,8492,0.0003063230722372771,101.26931114757494
2020-02-14,99.35840130244905,19186,0.001720472206066084,100.84811465411326
2020-02-15,100.56048563870084,10468,0.012025865508493267,100.70851203850332
2020-02-16,100.39477437284803,12939,-0.001649235789142382,100.53962378225302
2020-02-17,100.50700184050964,14145,0.0011172373032294937,100.30759090497827
2020-02-18,99.95477966233263,6673,-0.005509514790470378,100.05750548902934
2020-02-19,99.47895762566631,6342,-0.0047717396864635836,99.91842623688981
2020-02-20,100.18194953788027,16683,0.00704188744011961,99.90116324993082
2020-02-21,99.94730194124793,15934,-0.0023449615927937212,99.87284829267327
2020-02-22,100.77689259607314,15296,0.008266022741914686,100.0348149419637
2020-02-23,100.72975149511774,13431,-0.0004678863273020836,100.18902960128256
2020-02-24,99.5841356741756,11570,-0.01143833138778926,100.21160303845521
2020-02-25,98.89650047943252,19952,-0.0069290179561539225,100.04520452252838
2020-02-26,101.31735839578909,15816,0.02418389933230805,100.13746292482249
2020-02-27,101.21562444973537,8049,-0.0010046161684942193,100.20832518574505
2020-02-28,99.59379305755508,11283,-0.016153292782567014,100.17222652526729
2020-02-29,98.4665360335107,15301,-0.011383089195018464,100.07098436605175
2020-03-01,97.76710723521835,9247,-0.007128561122439221,99.82950013578555
2020-03-02,96.89765709500828,17417,-0.008932853613629867,99.52453565116159
2020-03-03,95.83838361817519,11574,-0.010992071213119587,99.03068475337179
2020-03-04,97.25018916709372,14655,0.014623658854372798,98.68272852056938
2020-03-05,97.89872768079753,10331,0.006646625682091425,98.51418772123158
2020-03-06,97.70330014509334,5399,-0.0019982165103577423,98.39486768779767
2020-03-07,97.13120024179281,15913,-0.005872692427709561,97.97625187239802
2020-03-08,96.97427123629805,19028,-0.001616946070513771,97.55211655105431
2020-03-09,98.71663173890077,6937,0.017807741903382707,97.46440041918888
2020-03-10,97.86637773638395,17828,-0.008650384453486735,97.40438458947621
2020-03-11,96.33497134591997,13373,-0.01577165289235994,97.26117100054636
2020-03-12,96.98001593526207,6074,0.006673533101496631,97.26940688457174
2020-03-13,97.96264915534907,19058,0.010081338961675622,97.48183343828913
2020-03-14,99.39508022776255,7573,0.014516342793307945,97.69632254435601
2020-03-15,99.04548956555782,7397,-0.0035233825847895608,97.81099873283205
2020-03-16,98.70745061188757,14273,-0.003418804116116234,97.91141377951146
2020-03-17,100.71384129703267,5418,0.020122810047440966,98.26967788503545
2020-03-18,101.31538125485571,14352,0.005954997280830924,98.7037888868912
2020-03-19,101.22922273584621,5639,-0.0008507609929732902,98.95504798658575
2020-03-20,101.74006194240208,7084,0.0050336708433050695,99.34241640718757
2020-03-21,101.29744105348372,9589,-0.004359998360471205,99.83866337794396
2020-03-22,101.60303410787228,5358,0.0030122481006077707,100.30096519520495
2020-03-23,101.8930058604979,6803,0.0028499026215142377,100.69400086571986
2020-03-24,102.74652524337617,10204,0.008341734635346197,101.02914536728122
2020-03-25,101.73951086329099,12889,-0.009849303551627032,101.29854749705453
2020-03-26,102.10176493985298,19986,0.003554279735492289,101.63797892985107
2020-03-27,100.9175779659684,5538,-0.01166588746531153,101.65835259674463
2020-03-28,102.82816749805741,9439,0.01875519444816043,101.80963122106482
2020-03-29,102.3980098930484,11888,-0.004192040610164031,101.92650993678504
